log_id,timestamp,source,event_id,item,category,confidence,weight_lbs,contamination_flag
WST-0501,2026-04-12T05:29:00,Event Cleanup,EVT-011,plastic wrapper,landfill,0.741,0.16,0
WST-0502,2026-06-01T14:49:00,Cafeteria Bin 2,,pizza crust,compost,0.804,1.01,0
WST-0503,2026-03-08T17:26:00,Event Cleanup,EVT-028,unopened granola bar,unopened_food,0.761,0.53,0
WST-0504,2026-04-01T06:58:00,Event Cleanup,EVT-011,apple cores,compost,0.77,0.26,0
WST-0505,2026-05-16T17:00:00,Compost AI Demo Bin,EVT-020,pizza crust,compost,0.766,0.35,1
WST-0506,2026-03-19T17:47:00,Cafeteria Bin 2,EVT-015,foil pouch,landfill,0.847,0.66,0
WST-0507,2026-05-17T06:26:00,Cafeteria Bin 2,EVT-026,paper tray,compost,0.738,0.87,0
WST-0508,2026-03-14T20:55:00,Cafeteria Bin 1,EVT-033,water bottle,recycling,0.696,0.59,1
WST-0509,2026-04-19T01:38:00,Cafeteria Bin 2,EVT-020,pizza crust,compost,0.99,0.05,0
WST-0510,2026-03-08T17:13:00,Event Cleanup,EVT-012,plastic wrapper,landfill,0.733,0.14,0
WST-0511,2026-03-12T18:03:00,Event Cleanup,EVT-025,unopened granola bar,unopened_food,0.609,0.62,0
WST-0512,2026-04-25T01:51:00,Cafeteria Bin 2,EVT-019,paper tray,compost,0.924,0.39,0
WST-0513,2026-03-26T02:58:00,Cafeteria Bin 2,EVT-033,apple cores,compost,0.753,0.46,0
WST-0514,2026-06-02T05:24:00,Cafeteria Bin 1,EVT-008,water bottle,recycling,0.705,0.46,0
WST-0515,2026-04-23T16:34:00,Compost AI Demo Bin,EVT-033,plastic wrapper,landfill,0.966,0.58,0
WST-0516,2026-04-29T15:31:00,Cafeteria Bin 2,EVT-011,foil pouch,landfill,0.966,0.92,0
WST-0517,2026-04-28T12:53:00,Event Cleanup,EVT-024,salad leftovers,compost,0.86,0.73,0
WST-0518,2026-05-19T01:59:00,Cafeteria Bin 2,EVT-016,salad leftovers,compost,0.99,0.23,0
WST-0519,2026-04-12T23:45:00,Event Cleanup,EVT-020,water bottle,recycling,0.487,0.87,0
WST-0520,2026-06-01T03:47:00,Cafeteria Bin 1,EVT-008,salad leftovers,compost,0.817,1.39,0
WST-0521,2026-03-27T19:35:00,Event Cleanup,EVT-024,milk carton,recycling,0.99,0.15,0
WST-0522,2026-03-31T01:40:00,Cafeteria Bin 2,EVT-020,plastic wrapper,landfill,0.905,0.34,0
WST-0523,2026-03-25T22:16:00,Cafeteria Bin 1,EVT-020,plastic wrapper,landfill,0.645,0.61,0
WST-0524,2026-03-09T10:37:00,Event Cleanup,EVT-022,salad leftovers,compost,0.803,0.45,0
WST-0525,2026-03-19T12:51:00,Event Cleanup,,apple cores,compost,0.99,0.39,0
WST-0526,2026-04-24T00:29:00,Compost AI Demo Bin,EVT-006,paper tray,compost,0.751,0.24,0
WST-0527,2026-05-31T03:37:00,Event Cleanup,EVT-015,unopened granola bar,unopened_food,0.774,0.35,0
WST-0528,2026-04-08T10:26:00,Compost AI Demo Bin,EVT-011,pizza crust,compost,0.449,0.07,1
WST-0529,2026-04-23T09:45:00,Cafeteria Bin 2,EVT-016,milk carton,recycling,0.902,0.36,0
WST-0530,2026-05-14T15:28:00,Cafeteria Bin 2,EVT-008,milk carton,recycling,0.781,0.32,0
WST-0531,2026-03-07T14:54:00,Event Cleanup,EVT-033,milk carton,recycling,0.66,0.64,0
WST-0532,2026-05-25T01:08:00,Cafeteria Bin 2,EVT-025,milk carton,recycling,0.99,0.37,0
WST-0533,2026-03-27T15:29:00,Compost AI Demo Bin,EVT-035,salad leftovers,compost,0.887,0.17,0
WST-0534,2026-03-24T18:19:00,Event Cleanup,EVT-001,milk carton,recycling,0.823,0.99,0
WST-0535,2026-03-11T20:11:00,Event Cleanup,EVT-036,water bottle,recycling,0.783,0.3,0
WST-0536,2026-04-19T23:09:00,Event Cleanup,EVT-036,salad leftovers,compost,0.676,0.06,0
WST-0537,2026-05-29T19:55:00,Event Cleanup,EVT-022,pizza crust,compost,0.527,0.87,0
WST-0538,2026-04-07T10:11:00,Compost AI Demo Bin,EVT-016,paper tray,compost,0.803,0.24,0
WST-0539,2026-05-14T00:12:00,Cafeteria Bin 1,EVT-016,salad leftovers,compost,0.737,0.17,0
WST-0540,2026-03-22T10:20:00,Cafeteria Bin 2,EVT-001,pizza crust,compost,0.638,0.32,0
WST-0541,2026-04-16T11:16:00,Event Cleanup,EVT-033,paper tray,compost,0.759,0.46,0
WST-0542,2026-05-04T20:04:00,Compost AI Demo Bin,EVT-033,apple cores,compost,0.862,0.37,0
WST-0543,2026-03-16T23:22:00,Event Cleanup,EVT-021,salad leftovers,compost,0.606,1.23,0
WST-0544,2026-03-06T21:01:00,Cafeteria Bin 2,EVT-011,foil pouch,landfill,0.813,0.79,0
WST-0545,2026-03-19T21:54:00,Event Cleanup,EVT-008,foil pouch,landfill,0.682,0.58,0
WST-0546,2026-05-29T00:57:00,Cafeteria Bin 1,EVT-026,milk carton,recycling,0.789,0.2,0
WST-0547,2026-05-25T02:37:00,Compost AI Demo Bin,EVT-033,unopened granola bar,unopened_food,0.775,0.36,0
WST-0548,2026-05-03T08:14:00,Event Cleanup,EVT-026,apple cores,compost,0.99,0.27,0
WST-0549,2026-04-01T03:36:00,Compost AI Demo Bin,EVT-035,paper tray,compost,0.806,0.14,1
WST-0550,2026-05-24T10:10:00,Cafeteria Bin 1,EVT-033,plastic wrapper,landfill,0.917,1.13,0
WST-0551,2026-06-04T02:59:00,Compost AI Demo Bin,EVT-016,milk carton,recycling,0.677,1.53,0
WST-0552,2026-03-23T16:39:00,Event Cleanup,EVT-012,salad leftovers,compost,0.629,0.13,0
WST-0553,2026-05-31T22:45:00,Cafeteria Bin 2,EVT-028,milk carton,recycling,0.99,0.34,0
WST-0554,2026-05-02T23:27:00,Event Cleanup,EVT-037,water bottle,recycling,0.489,0.22,0
WST-0555,2026-04-24T13:21:00,Cafeteria Bin 1,EVT-024,salad leftovers,compost,0.989,0.06,0
WST-0556,2026-03-15T23:38:00,Event Cleanup,EVT-024,salad leftovers,compost,0.622,1.28,0
WST-0557,2026-03-11T14:22:00,Compost AI Demo Bin,EVT-007,paper tray,compost,0.603,0.35,0
WST-0558,2026-03-06T19:18:00,Cafeteria Bin 2,EVT-011,unopened granola bar,unopened_food,0.626,0.29,0
WST-0559,2026-04-19T08:33:00,Compost AI Demo Bin,EVT-015,plastic wrapper,landfill,0.99,1.22,0
WST-0560,2026-04-17T10:42:00,Cafeteria Bin 1,EVT-026,apple cores,compost,0.756,0.21,0
WST-0561,2026-03-10T07:28:00,Cafeteria Bin 2,EVT-014,paper tray,compost,0.934,1.39,0
WST-0562,2026-03-25T06:23:00,Cafeteria Bin 2,EVT-016,salad leftovers,compost,0.99,0.28,0
WST-0563,2026-05-05T05:04:00,Event Cleanup,EVT-021,salad leftovers,compost,0.704,0.43,0
WST-0564,2026-03-17T02:46:00,Cafeteria Bin 2,EVT-015,paper tray,compost,0.764,0.61,1
WST-0565,2026-04-27T10:38:00,Compost AI Demo Bin,EVT-014,paper tray,compost,0.766,0.3,0
WST-0566,2026-05-10T10:22:00,Compost AI Demo Bin,EVT-014,foil pouch,landfill,0.491,0.31,0
WST-0567,2026-04-22T06:45:00,Cafeteria Bin 1,EVT-014,water bottle,recycling,0.892,0.32,0
WST-0568,2026-03-08T11:51:00,Cafeteria Bin 2,EVT-033,paper tray,compost,0.534,0.08,0
WST-0569,2026-03-27T13:16:00,Cafeteria Bin 2,EVT-031,apple cores,compost,0.589,0.49,0
WST-0570,2026-06-02T02:40:00,Compost AI Demo Bin,EVT-016,salad leftovers,compost,0.99,0.53,0
WST-0571,2026-03-16T04:34:00,Compost AI Demo Bin,EVT-012,milk carton,recycling,0.492,0.25,0
WST-0572,2026-05-31T00:20:00,Cafeteria Bin 1,EVT-033,paper tray,compost,0.578,0.18,0
WST-0573,2026-03-14T20:40:00,Cafeteria Bin 1,EVT-014,paper tray,compost,0.463,0.78,1
WST-0574,2026-04-01T15:55:00,Cafeteria Bin 1,EVT-001,water bottle,recycling,0.753,0.13,0
WST-0575,2026-03-29T13:15:00,Cafeteria Bin 1,EVT-011,salad leftovers,compost,0.375,0.33,1
WST-0576,2026-03-02T14:06:00,Cafeteria Bin 2,EVT-024,milk carton,recycling,0.827,0.87,0
WST-0577,2026-05-22T12:02:00,Compost AI Demo Bin,EVT-006,paper tray,compost,0.583,0.65,0
WST-0578,2026-06-02T09:52:00,Cafeteria Bin 2,EVT-036,salad leftovers,compost,0.775,0.25,0
WST-0579,2026-03-09T00:03:00,Event Cleanup,,water bottle,recycling,0.821,0.64,0
WST-0580,2026-06-04T05:26:00,Compost AI Demo Bin,EVT-020,apple cores,compost,0.722,0.55,0
WST-0581,2026-03-17T10:31:00,Cafeteria Bin 2,EVT-026,apple cores,compost,0.879,0.3,0
WST-0582,2026-04-08T23:42:00,Compost AI Demo Bin,EVT-020,foil pouch,landfill,0.76,1.02,0
WST-0583,2026-06-01T07:49:00,Event Cleanup,EVT-011,salad leftovers,compost,0.772,0.08,0
WST-0584,2026-05-05T23:34:00,Cafeteria Bin 2,,pizza crust,compost,0.645,0.24,0
WST-0585,2026-05-09T00:06:00,Compost AI Demo Bin,EVT-019,plastic wrapper,landfill,0.99,0.34,0
WST-0586,2026-04-22T04:44:00,Cafeteria Bin 1,EVT-007,salad leftovers,compost,0.971,0.31,0
WST-0587,2026-05-23T22:41:00,Cafeteria Bin 1,EVT-026,salad leftovers,compost,0.869,0.47,0
WST-0588,2026-03-21T17:09:00,Cafeteria Bin 1,EVT-006,pizza crust,compost,0.967,0.36,0
WST-0589,2026-05-17T01:01:00,Cafeteria Bin 2,EVT-015,foil pouch,landfill,0.875,1.7,0
WST-0590,2026-04-20T07:48:00,Compost AI Demo Bin,EVT-015,paper tray,compost,0.741,0.2,0
WST-0591,2026-05-01T05:58:00,Cafeteria Bin 1,EVT-015,unopened granola bar,unopened_food,0.845,1.03,0
WST-0592,2026-03-21T14:08:00,Event Cleanup,EVT-014,plastic wrapper,landfill,0.695,0.91,0
WST-0593,2026-03-02T06:34:00,Cafeteria Bin 2,EVT-019,water bottle,recycling,0.862,0.66,0
WST-0594,2026-05-18T01:40:00,Cafeteria Bin 2,EVT-019,foil pouch,landfill,0.895,0.82,0
WST-0595,2026-03-04T07:40:00,Compost AI Demo Bin,EVT-024,unopened granola bar,unopened_food,0.901,0.7,0
WST-0596,2026-04-14T21:36:00,Cafeteria Bin 2,EVT-019,plastic wrapper,landfill,0.852,0.42,0
WST-0597,2026-03-20T08:33:00,Event Cleanup,EVT-028,pizza crust,compost,0.639,0.06,0
WST-0598,2026-05-28T11:15:00,Compost AI Demo Bin,EVT-006,foil pouch,landfill,0.519,0.19,0
WST-0599,2026-04-13T01:37:00,Cafeteria Bin 2,EVT-008,pizza crust,compost,0.731,0.44,0
WST-0600,2026-04-28T18:57:00,Cafeteria Bin 1,EVT-006,salad leftovers,compost,0.877,0.43,0
WST-0601,2026-06-07T13:35:00,Event Cleanup,EVT-028,pizza crust,compost,0.649,0.37,0
WST-0602,2026-05-19T09:58:00,Cafeteria Bin 1,EVT-001,unopened granola bar,unopened_food,0.793,0.06,0
WST-0603,2026-06-01T20:27:00,Cafeteria Bin 2,EVT-001,salad leftovers,compost,0.658,0.86,0
WST-0604,2026-03-01T02:31:00,Event Cleanup,EVT-035,water bottle,recycling,0.679,0.83,0
WST-0605,2026-05-15T15:56:00,Compost AI Demo Bin,EVT-033,unopened granola bar,unopened_food,0.749,0.07,0
WST-0606,2026-03-12T08:23:00,Compost AI Demo Bin,EVT-037,paper tray,compost,0.759,0.45,0
WST-0607,2026-04-26T14:07:00,Event Cleanup,EVT-028,paper tray,compost,0.824,0.18,0
WST-0608,2026-03-22T04:34:00,Compost AI Demo Bin,EVT-035,water bottle,recycling,0.834,0.5,0
WST-0609,2026-05-30T19:14:00,Cafeteria Bin 1,EVT-028,salad leftovers,compost,0.814,0.27,0
WST-0610,2026-05-11T08:59:00,Event Cleanup,EVT-020,unopened granola bar,unopened_food,0.915,0.68,0
WST-0611,2026-06-03T10:55:00,Compost AI Demo Bin,EVT-033,unopened granola bar,unopened_food,0.95,2.58,0
WST-0612,2026-03-10T08:06:00,Compost AI Demo Bin,EVT-022,paper tray,compost,0.662,0.87,0
WST-0613,2026-06-03T01:09:00,Cafeteria Bin 1,EVT-026,salad leftovers,compost,0.669,0.29,1
WST-0614,2026-06-01T13:39:00,Compost AI Demo Bin,EVT-001,salad leftovers,compost,0.68,0.44,0
WST-0615,2026-03-19T07:06:00,Event Cleanup,EVT-014,plastic wrapper,landfill,0.728,0.49,0
WST-0616,2026-04-19T00:31:00,Cafeteria Bin 1,EVT-014,plastic wrapper,landfill,0.643,1.02,0
WST-0617,2026-03-12T05:15:00,Compost AI Demo Bin,,unopened granola bar,unopened_food,0.565,0.19,0
WST-0618,2026-05-11T11:10:00,Cafeteria Bin 2,EVT-011,paper tray,compost,0.944,0.22,0
WST-0619,2026-05-03T18:15:00,Cafeteria Bin 1,EVT-006,apple cores,compost,0.916,0.38,0
WST-0620,2026-03-18T00:59:00,Cafeteria Bin 2,EVT-015,milk carton,recycling,0.77,1.72,1
WST-0621,2026-05-10T18:44:00,Cafeteria Bin 1,EVT-037,plastic wrapper,landfill,0.99,0.89,0
WST-0622,2026-05-13T21:05:00,Compost AI Demo Bin,EVT-021,milk carton,recycling,0.864,0.19,1
WST-0623,2026-04-24T07:30:00,Compost AI Demo Bin,EVT-031,foil pouch,landfill,0.794,0.51,0
WST-0624,2026-04-26T07:37:00,Event Cleanup,EVT-016,apple cores,compost,0.813,0.33,0
WST-0625,2026-04-18T12:20:00,Compost AI Demo Bin,EVT-033,water bottle,recycling,0.758,0.28,0
WST-0626,2026-03-13T19:46:00,Cafeteria Bin 1,EVT-024,apple cores,compost,0.327,0.44,1
WST-0627,2026-04-11T16:44:00,Event Cleanup,EVT-020,paper tray,compost,0.692,0.11,0
WST-0628,2026-03-05T10:50:00,Event Cleanup,EVT-021,paper tray,compost,0.978,0.32,0
WST-0629,2026-03-26T20:30:00,Cafeteria Bin 2,EVT-037,foil pouch,landfill,0.88,0.13,0
WST-0630,2026-05-16T00:11:00,Event Cleanup,EVT-016,paper tray,compost,0.736,0.59,0
WST-0631,2026-05-23T18:10:00,Compost AI Demo Bin,EVT-025,paper tray,compost,0.531,0.83,0
WST-0632,2026-05-06T17:09:00,Compost AI Demo Bin,EVT-007,apple cores,compost,0.984,0.82,0
WST-0633,2026-03-21T11:16:00,Cafeteria Bin 2,EVT-035,pizza crust,compost,0.59,1.41,1
WST-0634,2026-03-23T14:25:00,Compost AI Demo Bin,EVT-028,milk carton,recycling,0.811,0.38,0
WST-0635,2026-05-03T17:21:00,Cafeteria Bin 1,EVT-019,salad leftovers,compost,0.693,0.37,0
WST-0636,2026-05-06T01:45:00,Event Cleanup,,apple cores,compost,0.501,0.48,0
WST-0637,2026-04-19T04:10:00,Event Cleanup,EVT-036,pizza crust,compost,0.743,0.15,0
WST-0638,2026-06-07T00:26:00,Cafeteria Bin 1,,foil pouch,landfill,0.905,0.42,0
WST-0639,2026-05-25T01:53:00,Cafeteria Bin 1,EVT-006,pizza crust,compost,0.738,1.76,0
WST-0640,2026-05-06T17:17:00,Event Cleanup,EVT-016,plastic wrapper,landfill,0.815,0.77,0
WST-0641,2026-06-06T07:54:00,Event Cleanup,EVT-033,paper tray,compost,0.895,0.35,0
WST-0642,2026-04-01T13:43:00,Cafeteria Bin 2,EVT-014,unopened granola bar,unopened_food,0.811,0.47,0
WST-0643,2026-04-05T03:34:00,Cafeteria Bin 2,EVT-035,apple cores,compost,0.99,0.93,0
WST-0644,2026-05-13T12:54:00,Compost AI Demo Bin,EVT-037,water bottle,recycling,0.564,0.5,0
WST-0645,2026-03-14T06:51:00,Cafeteria Bin 1,EVT-024,water bottle,recycling,0.819,0.05,0
WST-0646,2026-03-17T22:32:00,Event Cleanup,EVT-015,unopened granola bar,unopened_food,0.63,0.39,0
WST-0647,2026-03-09T03:32:00,Cafeteria Bin 1,EVT-014,milk carton,recycling,0.517,0.22,0
WST-0648,2026-04-15T20:31:00,Event Cleanup,,apple cores,compost,0.773,0.44,0
WST-0649,2026-03-22T22:35:00,Event Cleanup,EVT-037,unopened granola bar,unopened_food,0.817,0.36,0
WST-0650,2026-04-27T21:12:00,Cafeteria Bin 1,EVT-019,milk carton,recycling,0.676,0.3,0
WST-0651,2026-06-06T04:45:00,Cafeteria Bin 2,EVT-007,plastic wrapper,landfill,0.729,0.6,0
WST-0652,2026-05-26T14:17:00,Compost AI Demo Bin,EVT-021,water bottle,recycling,0.99,0.65,0
WST-0653,2026-05-20T13:13:00,Cafeteria Bin 2,EVT-001,paper tray,compost,0.962,0.12,1
WST-0654,2026-03-10T06:53:00,Event Cleanup,,salad leftovers,compost,0.916,0.35,0
WST-0655,2026-05-12T20:53:00,Compost AI Demo Bin,EVT-007,plastic wrapper,landfill,0.855,0.57,0
WST-0656,2026-05-08T15:44:00,Event Cleanup,EVT-012,plastic wrapper,landfill,0.879,0.18,0
WST-0657,2026-03-03T18:01:00,Cafeteria Bin 1,EVT-001,plastic wrapper,landfill,0.99,0.45,0
WST-0658,2026-04-22T08:09:00,Cafeteria Bin 2,EVT-026,plastic wrapper,landfill,0.874,1.76,0
WST-0659,2026-05-21T21:16:00,Compost AI Demo Bin,EVT-026,plastic wrapper,landfill,0.781,0.84,0
WST-0660,2026-06-05T13:02:00,Cafeteria Bin 2,EVT-001,apple cores,compost,0.681,0.05,0
WST-0661,2026-04-30T04:10:00,Event Cleanup,EVT-012,milk carton,recycling,0.99,0.36,0
WST-0662,2026-04-11T04:00:00,Cafeteria Bin 2,EVT-025,water bottle,recycling,0.583,0.29,1
WST-0663,2026-04-30T17:23:00,Compost AI Demo Bin,EVT-008,pizza crust,compost,0.874,0.45,1
WST-0664,2026-04-27T13:51:00,Compost AI Demo Bin,EVT-033,salad leftovers,compost,0.833,1.76,0
WST-0665,2026-05-30T22:41:00,Cafeteria Bin 2,EVT-008,pizza crust,compost,0.562,0.5,0
WST-0666,2026-03-08T05:19:00,Compost AI Demo Bin,EVT-022,plastic wrapper,landfill,0.787,0.62,0
WST-0667,2026-04-04T01:08:00,Event Cleanup,EVT-001,foil pouch,landfill,0.783,0.4,0
WST-0668,2026-03-02T07:08:00,Compost AI Demo Bin,,milk carton,recycling,0.581,0.77,0
WST-0669,2026-05-07T16:27:00,Cafeteria Bin 1,EVT-036,paper tray,compost,0.573,0.53,0
WST-0670,2026-05-16T16:06:00,Cafeteria Bin 2,EVT-021,milk carton,recycling,0.587,0.32,0
WST-0671,2026-04-29T02:11:00,Cafeteria Bin 2,EVT-021,salad leftovers,compost,0.78,0.71,0
WST-0672,2026-05-13T14:08:00,Compost AI Demo Bin,EVT-016,unopened granola bar,unopened_food,0.747,0.11,0
WST-0673,2026-06-04T10:33:00,Event Cleanup,EVT-025,salad leftovers,compost,0.877,0.64,0
WST-0674,2026-04-15T06:03:00,Event Cleanup,EVT-006,foil pouch,landfill,0.894,0.28,0
WST-0675,2026-04-08T23:08:00,Cafeteria Bin 2,EVT-022,unopened granola bar,unopened_food,0.769,0.19,0
WST-0676,2026-05-23T20:36:00,Cafeteria Bin 1,EVT-026,milk carton,recycling,0.834,0.78,0
WST-0677,2026-04-16T03:33:00,Cafeteria Bin 1,EVT-035,pizza crust,compost,0.751,0.09,0
WST-0678,2026-04-30T08:31:00,Cafeteria Bin 2,EVT-007,salad leftovers,compost,0.523,0.05,0
WST-0679,2026-04-28T14:36:00,Event Cleanup,EVT-011,salad leftovers,compost,0.941,0.61,1
WST-0680,2026-03-05T22:09:00,Event Cleanup,EVT-008,foil pouch,landfill,0.527,0.11,0
WST-0681,2026-05-08T00:18:00,Cafeteria Bin 2,EVT-001,paper tray,compost,0.897,0.07,0
WST-0682,2026-03-09T19:53:00,Cafeteria Bin 2,EVT-016,plastic wrapper,landfill,0.785,0.29,0
WST-0683,2026-03-08T06:03:00,Compost AI Demo Bin,EVT-022,paper tray,compost,0.89,0.07,0
WST-0684,2026-03-07T08:29:00,Event Cleanup,EVT-024,water bottle,recycling,0.99,1.39,0
WST-0685,2026-03-31T07:03:00,Cafeteria Bin 2,EVT-025,paper tray,compost,0.797,0.8,0
WST-0686,2026-05-19T12:16:00,Cafeteria Bin 2,EVT-016,unopened granola bar,unopened_food,0.734,0.36,0
WST-0687,2026-04-13T02:37:00,Event Cleanup,EVT-022,salad leftovers,compost,0.927,0.31,0
WST-0688,2026-05-07T21:46:00,Cafeteria Bin 2,EVT-021,foil pouch,landfill,0.25,0.11,1
WST-0689,2026-05-08T18:33:00,Cafeteria Bin 1,EVT-015,plastic wrapper,landfill,0.838,0.31,0
WST-0690,2026-03-22T09:11:00,Cafeteria Bin 2,EVT-006,plastic wrapper,landfill,0.851,0.51,0
WST-0691,2026-05-25T17:55:00,Compost AI Demo Bin,EVT-031,pizza crust,compost,0.978,0.14,0
WST-0692,2026-04-18T19:47:00,Compost AI Demo Bin,EVT-016,water bottle,recycling,0.628,0.61,0
WST-0693,2026-04-23T06:08:00,Cafeteria Bin 2,EVT-015,foil pouch,landfill,0.495,0.56,0
WST-0694,2026-03-04T07:08:00,Event Cleanup,EVT-015,foil pouch,landfill,0.89,0.05,0
WST-0695,2026-04-30T19:07:00,Compost AI Demo Bin,EVT-026,unopened granola bar,unopened_food,0.606,0.13,0
WST-0696,2026-03-13T19:28:00,Cafeteria Bin 2,EVT-035,milk carton,recycling,0.975,0.83,0
WST-0697,2026-05-13T09:34:00,Cafeteria Bin 1,EVT-026,milk carton,recycling,0.504,0.22,0
WST-0698,2026-05-29T07:36:00,Cafeteria Bin 2,EVT-001,milk carton,recycling,0.918,0.69,0
WST-0699,2026-06-06T13:22:00,Cafeteria Bin 2,EVT-024,apple cores,compost,0.905,0.34,0
WST-0700,2026-05-27T19:47:00,Event Cleanup,EVT-035,plastic wrapper,landfill,0.99,0.05,0
WST-0701,2026-04-13T12:33:00,Event Cleanup,EVT-037,water bottle,recycling,0.794,0.19,0
WST-0702,2026-04-10T18:23:00,Cafeteria Bin 2,EVT-037,water bottle,recycling,0.857,0.25,0
WST-0703,2026-06-07T00:07:00,Cafeteria Bin 1,EVT-025,unopened granola bar,unopened_food,0.884,0.07,0
WST-0704,2026-03-04T06:55:00,Cafeteria Bin 2,EVT-001,salad leftovers,compost,0.935,0.82,0
WST-0705,2026-03-25T11:08:00,Event Cleanup,EVT-036,milk carton,recycling,0.99,3.05,0
WST-0706,2026-04-27T19:46:00,Compost AI Demo Bin,EVT-024,apple cores,compost,0.953,0.93,0
WST-0707,2026-03-13T14:33:00,Compost AI Demo Bin,EVT-015,foil pouch,landfill,0.817,0.65,0
WST-0708,2026-03-19T12:30:00,Cafeteria Bin 1,EVT-001,milk carton,recycling,0.712,0.74,0
WST-0709,2026-05-09T13:55:00,Event Cleanup,EVT-021,paper tray,compost,0.691,0.13,0
WST-0710,2026-05-20T07:10:00,Event Cleanup,EVT-006,unopened granola bar,unopened_food,0.949,0.9,0
WST-0711,2026-05-27T17:52:00,Cafeteria Bin 2,EVT-020,paper tray,compost,0.779,0.74,1
WST-0712,2026-04-16T18:34:00,Compost AI Demo Bin,EVT-031,apple cores,compost,0.853,0.26,0
WST-0713,2026-05-23T21:50:00,Event Cleanup,EVT-021,water bottle,recycling,0.733,0.4,0
WST-0714,2026-05-25T07:17:00,Compost AI Demo Bin,EVT-020,foil pouch,landfill,0.77,0.63,0
WST-0715,2026-04-01T00:33:00,Event Cleanup,EVT-021,pizza crust,compost,0.922,0.69,0
WST-0716,2026-03-21T13:27:00,Cafeteria Bin 2,EVT-001,apple cores,compost,0.99,0.45,0
WST-0717,2026-03-27T23:55:00,Compost AI Demo Bin,EVT-012,apple cores,compost,0.859,0.26,0
WST-0718,2026-04-06T22:47:00,Compost AI Demo Bin,EVT-012,apple cores,compost,0.621,0.33,0
WST-0719,2026-04-25T08:10:00,Event Cleanup,EVT-015,pizza crust,compost,0.703,0.18,0
WST-0720,2026-05-27T01:10:00,Cafeteria Bin 2,EVT-035,plastic wrapper,landfill,0.84,0.82,0
WST-0721,2026-05-28T03:20:00,Compost AI Demo Bin,EVT-011,apple cores,compost,0.889,0.09,0
WST-0722,2026-06-07T12:48:00,Compost AI Demo Bin,EVT-031,plastic wrapper,landfill,0.791,0.23,0
WST-0723,2026-04-16T10:51:00,Event Cleanup,EVT-037,milk carton,recycling,0.615,0.09,0
WST-0724,2026-06-05T00:05:00,Event Cleanup,EVT-006,unopened granola bar,unopened_food,0.975,0.18,0
WST-0725,2026-05-13T12:00:00,Cafeteria Bin 1,EVT-035,paper tray,compost,0.694,0.05,0
WST-0726,2026-05-07T14:34:00,Cafeteria Bin 1,EVT-008,apple cores,compost,0.711,0.37,0
WST-0727,2026-04-23T01:29:00,Cafeteria Bin 1,EVT-031,paper tray,compost,0.806,0.65,0
WST-0728,2026-04-07T14:17:00,Cafeteria Bin 1,EVT-015,paper tray,compost,0.59,0.66,0
WST-0729,2026-05-18T22:31:00,Event Cleanup,EVT-020,pizza crust,compost,0.714,0.54,0
WST-0730,2026-05-19T03:36:00,Compost AI Demo Bin,EVT-028,water bottle,recycling,0.699,0.44,0
WST-0731,2026-04-05T02:28:00,Cafeteria Bin 1,EVT-011,unopened granola bar,unopened_food,0.659,1.31,0
WST-0732,2026-05-09T18:34:00,Event Cleanup,EVT-022,paper tray,compost,0.682,0.05,0
WST-0733,2026-03-29T05:02:00,Cafeteria Bin 1,EVT-011,foil pouch,landfill,0.631,0.19,0
WST-0734,2026-03-23T23:19:00,Event Cleanup,EVT-028,salad leftovers,compost,0.674,0.17,1
WST-0735,2026-05-07T19:31:00,Cafeteria Bin 2,EVT-024,plastic wrapper,landfill,0.619,0.47,0
WST-0736,2026-06-04T08:40:00,Cafeteria Bin 1,EVT-006,unopened granola bar,unopened_food,0.843,0.25,0
WST-0737,2026-05-22T00:31:00,Compost AI Demo Bin,EVT-031,pizza crust,compost,0.737,1.3,0
WST-0738,2026-03-22T08:19:00,Cafeteria Bin 1,EVT-024,water bottle,recycling,0.98,0.82,0
WST-0739,2026-04-25T15:10:00,Cafeteria Bin 1,EVT-016,apple cores,compost,0.596,0.07,0
WST-0740,2026-03-29T22:25:00,Cafeteria Bin 2,EVT-035,water bottle,recycling,0.928,0.95,0
WST-0741,2026-06-06T02:45:00,Event Cleanup,EVT-006,foil pouch,landfill,0.823,0.35,0
WST-0742,2026-06-03T02:15:00,Cafeteria Bin 2,EVT-014,salad leftovers,compost,0.824,0.97,0
WST-0743,2026-04-07T19:45:00,Cafeteria Bin 2,EVT-031,water bottle,recycling,0.967,0.45,0
WST-0744,2026-03-24T17:19:00,Cafeteria Bin 1,EVT-024,apple cores,compost,0.739,0.69,0
WST-0745,2026-05-15T23:12:00,Event Cleanup,EVT-028,milk carton,recycling,0.77,0.3,1
WST-0746,2026-04-20T18:41:00,Cafeteria Bin 1,EVT-035,pizza crust,compost,0.847,0.42,0
WST-0747,2026-04-25T05:40:00,Event Cleanup,EVT-008,milk carton,recycling,0.752,0.56,0
WST-0748,2026-05-01T07:46:00,Cafeteria Bin 2,EVT-016,salad leftovers,compost,0.81,0.28,0
WST-0749,2026-05-16T10:04:00,Cafeteria Bin 2,EVT-008,pizza crust,compost,0.523,0.44,0
WST-0750,2026-05-28T05:45:00,Event Cleanup,EVT-008,plastic wrapper,landfill,0.766,0.1,0
WST-0751,2026-05-16T13:33:00,Cafeteria Bin 2,EVT-025,milk carton,recycling,0.89,0.58,0
